Date,NIFTY,BANKNIFTY,NIFTY_norm,BANKNIFTY_norm
2023-01-02,18197.44921875,43203.1015625,100.0,100.0
2023-01-03,18232.55078125,43425.25,100.19289276248583,100.51419557732129
2023-01-04,18042.94921875,42958.80078125,99.1509799085423,99.43452953048619
2023-01-05,17992.150390625,42608.69921875,98.87182634413692,98.62416742721561
2023-01-06,17859.44921875,42188.80078125,98.1425968225715,97.65225008259499
2023-01-09,18101.19921875,42582.75,99.47107971648671,98.56410410349228
2023-01-10,17914.150390625,42014.75,98.44319484165341,97.24938367959332
2023-01-11,17895.69921875,42232.69921875,98.34180056571287,97.75385954097263
2023-01-12,17858.19921875,42082.25,98.13572772798041,97.405622462363
2023-01-13,17956.599609375,42371.25,98.67646500078243,98.07455591748061
2023-01-16,17894.849609375,42167.55078125,98.33713172798299,97.60306379913045
2023-01-17,18053.30078125,42235.05078125,99.2078645981247,97.75930258190013
2023-01-18,18165.349609375,42458.0,99.82360379749308,98.27535168644756
2023-01-19,18107.849609375,42328.8515625,99.50762544630332,97.9764184320534
2023-01-20,18027.650390625,42506.80078125,99.06690863052364,98.38830834808772
2023-01-23,18118.55078125,42821.25,99.56643133577916,99.11614780261183
2023-01-24,18118.30078125,42733.44921875,99.56505751686095,98.91291984426032
2023-01-25,17891.94921875,41647.6484375,98.32119328193963,96.39967254955111
2023-01-27,17604.349609375,40345.30078125,96.7407541450156,93.38519532650741
2023-01-30,17648.94921875,40387.44921875,96.98584129343334,93.48275414977621
2023-01-31,17662.150390625,40655.05078125,97.05838537209134,94.10215774077272
2023-02-01,17616.30078125,40513.0,96.80642912908253,93.77336009404706
2023-02-02,17610.400390625,40669.30078125,96.77400485602055,94.13514148380189
2023-02-03,17854.05078125,41499.69921875,98.11293092030627,96.05722209252555
2023-02-06,17764.599609375,41374.6484375,97.62137207159228,95.7677734725715
2023-02-07,17721.5,41490.94921875,97.38452783668384,96.03696891698132
2023-02-08,17871.69921875,41537.6484375,98.2099139495641,96.14506119985236
2023-02-09,17893.44921875,41554.30078125,98.32943619544892,96.18360552455995
2023-02-10,17856.5,41559.3984375,98.12639005252068,96.19540480763371
2023-02-13,17770.900390625,41282.19921875,97.65599660151545,95.55378601471213
2023-02-14,17929.849609375,41648.3515625,98.52946637653328,96.40130003687163
2023-02-15,18015.849609375,41731.05078125,99.0020600843997,96.59271967055317
2023-02-16,18035.849609375,41631.3515625,99.11196559785701,96.36195101010001
2023-02-17,17944.19921875,41131.75,98.60832143584685,95.2055489361025
